n,l,m,a,w_r,w_i,A_r,A_i
5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.992555664475263333e-01,1.015838999223019679e+00,-3.055394375967067089e-01,3.184149878240736697e+00,2.984949920360394637e-01
5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.996000089124416621e-01,1.012225984664977929e+00,-2.206356430006785330e-01,3.179679193341491850e+00,2.155575440629795558e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.665046803970260170e-01,-2.895821252419512604e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000052e-03,2.672887570213669517e-01,-2.893838665884741701e+00,3.999138970009260330e+00,9.651687614558743245e-03
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,8.500000000000000611e-03,2.692942887018766607e-01,-2.888988887221500157e+00,3.997292939465137529e+00,3.280602907821808523e-02
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.450000000000000074e-02,2.714765055802890736e-01,-2.884014956636362648e+00,3.995752008820508738e+00,5.594413684145167764e-02
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.850000000000000255e-02,2.730303707493093590e-01,-2.880633194726498036e+00,3.994890380854753342e+00,7.135914966059943298e-02
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.450000000000000788e-02,2.755105181368606715e-01,-2.875466553671512937e+00,3.993840527194029821e+00,9.446433323170996821e-02
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.050000000000001321e-02,2.781701243700874238e-01,-2.870192639582964222e+00,3.993074571095106329e+00,1.175469877497591353e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.650000000000001854e-02,2.810087201162456694e-01,-2.864817413286310899e+00,3.992584300890373861e+00,1.406055739169613794e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.050000000000002209e-02,2.829999782535893571e-01,-2.861180418108396406e+00,3.992406524931324086e+00,1.559640229240345788e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.650000000000002742e-02,2.861338106128420433e-01,-2.855648501764193270e+00,3.992357311496310235e+00,1.789801937862493808e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.250000000000003275e-02,2.894418476222461734e-01,-2.850029041157046805e+00,3.992561648809116015e+00,2.019701454319481337e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.850000000000003808e-02,2.929211858156161585e-01,-2.844326156857939214e+00,3.993011243326452853e+00,2.249337043597172126e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.250000000000004163e-02,2.953342632501712584e-01,-2.840479622304223906e+00,3.993443149357803978e+00,2.402281241840301673e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.850000000000004696e-02,2.990914192734826504e-01,-2.834645030439741920e+00,3.994283192275506877e+00,2.631480549125728152e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.450000000000005229e-02,3.030100916892661811e-01,-2.828734654088580491e+00,3.995346607171355036e+00,2.860423876789277564e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,8.050000000000005762e-02,3.070861043951176872e-01,-2.822750029565006091e+00,3.996625294189826594e+00,3.089117658725978877e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,8.450000000000006117e-02,3.098887277180478739e-01,-2.818719457454997190e+00,3.997593373094955549e+00,3.241445280355489955e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.050000000000006650e-02,3.142173365788551997e-01,-2.812612512154291533e+00,3.999212992442812364e+00,3.469740544974687091e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.650000000000007183e-02,3.186916453991551768e-01,-2.806431861021663643e+00,4.001026523690931924e+00,3.697808223264540395e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.025000000000000772e-01,3.233072954529910836e-01,-2.800176421504630753e+00,4.003026006538791037e+00,3.925657238897062307e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.065000000000000807e-01,3.264608054168347540e-01,-2.795963743894056108e+00,4.004458369763269410e+00,4.077439441504655537e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.125000000000000860e-01,3.313026043239247209e-01,-2.789579463754078059e+00,4.006750062622983499e+00,4.304943236350137203e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.185000000000000914e-01,3.362746784611013173e-01,-2.783114346529972138e+00,4.009206397640201480e+00,4.532250476126752359e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.245000000000000967e-01,3.413731912774145560e-01,-2.776565022959774254e+00,4.011819280186314174e+00,4.759367981647538715e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.285000000000000864e-01,3.448406437252057311e-01,-2.772150109627277814e+00,4.013644131015558614e+00,4.910677072877718263e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.345000000000000917e-01,3.501419418525221205e-01,-2.765451458089796422e+00,4.016499653092872713e+00,5.137490128453875426e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.405000000000000970e-01,3.555605198407589818e-01,-2.758656969207806231e+00,4.019489567241698147e+00,5.364125111303142956e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.445000000000001006e-01,3.592365696321852542e-01,-2.754071475766874944e+00,4.021553262873373669e+00,5.515116888193208888e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.505000000000001059e-01,3.648440697135126309e-01,-2.747105272404585907e+00,4.024747930363504089e+00,5.741456967163977021e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.565000000000001112e-01,3.705613953653763559e-01,-2.740028079722997667e+00,4.028053546201397772e+00,5.967617854939631927e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.625000000000001166e-01,3.763861978032618794e-01,-2.732833364954587285e+00,4.031460863624196200e+00,6.193595040476889135e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.665000000000001201e-01,3.803280566282201680e-01,-2.727968166947391193e+00,4.033784208476639321e+00,6.344141064521552353e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.725000000000001255e-01,3.863274092028993190e-01,-2.720561831266965047e+00,4.037339650593072982e+00,6.569795024315320253e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.785000000000001308e-01,3.924291155443859758e-01,-2.713018329560968667e+00,4.040970577770599093e+00,6.795240179322775687e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.845000000000001361e-01,3.986316587202766160e-01,-2.705329448936588221e+00,4.044666474641056553e+00,7.020461564003168675e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.885000000000001397e-01,4.028220522072231136e-01,-2.700118490032008989e+00,4.047161113745639582e+00,7.170475906445782366e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.945000000000001450e-01,4.091898382998360173e-01,-2.692167746877789369e+00,4.050940739576328831e+00,7.395281658694347060e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.005000000000001503e-01,4.156553884273025967e-01,-2.684047319962973965e+00,4.054755083995740250e+00,7.619806205283639056e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.065000000000001557e-01,4.222178826137958918e-01,-2.675747124979784619e+00,4.058591858337320168e+00,7.844020541372294097e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.105000000000001592e-01,4.266464060156150984e-01,-2.670108549254094576e+00,4.061155837705805460e+00,7.993308014512989779e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.165000000000001645e-01,4.333690887722132512e-01,-2.661484736394885253e+00,4.065001080539627054e+00,8.216928074715781349e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.225000000000001699e-01,4.401872928026291931e-01,-2.652651311464460981e+00,4.068832999025359776e+00,8.440136690843789147e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.285000000000001752e-01,4.471007375237098236e-01,-2.643595840254274965e+00,4.072636920506847780e+00,8.662885586925794801e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.325000000000001787e-01,4.517625280715440450e-01,-2.637429013588727944e+00,4.075149717993394205e+00,8.811102684777354366e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.385000000000001841e-01,4.588344018607185548e-01,-2.627973712182293475e+00,4.078872229353130763e+00,9.032960126492961539e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.445000000000001894e-01,4.660013197319111677e-01,-2.618259249215958651e+00,4.082523635361247294e+00,9.254195440207146905e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.505000000000001670e-01,4.732633826440302283e-01,-2.608269995190614310e+00,4.086086080093477513e+00,9.474732955596429917e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.545000000000001705e-01,4.781577012077111166e-01,-2.601449626200522225e+00,4.088402332498544567e+00,9.621328683803225257e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.605000000000001759e-01,4.855787697406704351e-01,-2.590964665783452414e+00,4.091773950400882320e+00,9.840508889886092625e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.665000000000001812e-01,4.930956048054594976e-01,-2.580157627431235223e+00,4.095003631619095863e+00,1.005874029817455995e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.725000000000001865e-01,5.007085424102600824e-01,-2.569008308762811943e+00,4.098069215868878068e+00,1.027590687652928159e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.765000000000001901e-01,5.058374103361997776e-01,-2.561374584085313266e+00,4.100010185343167635e+00,1.042002933776147833e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.825000000000001954e-01,5.136113782612493628e-01,-2.549605505217034551e+00,4.102749073696740467e+00,1.063512391888147057e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.885000000000002007e-01,5.214825321146351333e-01,-2.537431986580353183e+00,4.105257380562673752e+00,1.084876977265454512e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.925000000000002043e-01,5.267841863278573955e-01,-2.529078372447227441e+00,4.106787669154885023e+00,1.099030867259754407e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.985000000000002096e-01,5.348183486700556211e-01,-2.516169561414897338e+00,4.108848143128058794e+00,1.120113450336805094e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.045000000000002149e-01,5.429509768451789009e-01,-2.502778723412708572e+00,4.110598362938441497e+00,1.140998735127911612e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.105000000000002203e-01,5.511826052145252230e-01,-2.488871653925007976e+00,4.112004249810020440e+00,1.161662369232989267e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.145000000000002238e-01,5.567256417514891975e-01,-2.479295072754986506e+00,4.112732167629056690e+00,1.175301560463197781e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.205000000000002292e-01,5.651235983928513118e-01,-2.464442220703187303e+00,4.113480939052209351e+00,1.195532984888120431e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.265000000000002345e-01,5.736222891122443324e-01,-2.448964088686722551e+00,4.113780353567823234e+00,1.215461318295992355e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.325000000000002398e-01,5.822225928333508715e-01,-2.432811549062785517e+00,4.113584645144508833e+00,1.235048380829784964e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.365000000000002434e-01,5.880131169297289073e-01,-2.421641768892592861e+00,4.113154610217140572e+00,1.247895662675792661e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.425000000000002487e-01,5.967854134052297255e-01,-2.404240582232700874e+00,4.112020258545501683e+00,1.266814741871377770e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.485000000000002540e-01,6.056631492968409525e-01,-2.386004444579626238e+00,4.110246406153669874e+00,1.285263329077421801e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.545000000000002593e-01,6.146487806958759181e-01,-2.366859242585539036e+00,4.107768510974342036e+00,1.303180094276382928e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.585000000000002629e-01,6.207007849165653290e-01,-2.353549862641051149e+00,4.105690389099104110e+00,1.314794921627062241e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.645000000000002682e-01,6.298745269163641414e-01,-2.332698189994151239e+00,4.101875804686770266e+00,1.331664496881883153e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.705000000000002736e-01,6.391686798984872464e-01,-2.310688604024583981e+00,4.097146883644506410e+00,1.347791699654508735e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.765000000000002789e-01,6.485917893432218140e-01,-2.287403243469971148e+00,4.091406318134019671e+00,1.363075249310151671e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.805000000000002824e-01,6.549512570840737569e-01,-2.271105052500623778e+00,4.086963359056365874e+00,1.372738678445854177e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.865000000000002878e-01,6.646182945963966526e-01,-2.245383725339241909e+00,4.079283878094154936e+00,1.386348118206752966e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.925000000000002931e-01,6.744578432510880406e-01,-2.217980394858144688e+00,4.070262255032955245e+00,1.398761393866468916e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.985000000000002984e-01,6.844988748196886297e-01,-2.188698439878222324e+00,4.059739298992309564e+00,1.409806969729699100e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.025000000000003020e-01,6.913238637243938056e-01,-2.168022576749462527e+00,4.051799991731189543e+00,1.416313946315483019e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.085000000000003073e-01,7.017954017023345648e-01,-2.135086670928311392e+00,4.038350114852025108e+00,1.424622660053934453e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.145000000000003126e-01,7.126064129649265499e-01,-2.099582598036140446e+00,4.022837141735415400e+00,1.430959350316115319e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.185000000000003162e-01,7.200429636865118832e-01,-2.074321713147844637e+00,4.011213838237502216e+00,1.433942712606707026e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.245000000000003215e-01,7.316175353553563410e-01,-2.033758593640120349e+00,3.991623738350767781e+00,1.436302395481181771e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.305000000000003268e-01,7.438061084380137578e-01,-1.989593131792927849e+00,3.969126366428580521e+00,1.435765158897548854e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.365000000000003322e-01,7.567537148926952728e-01,-1.941300425358839066e+00,3.943307927383042699e+00,1.431846274132820840e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.405000000000003357e-01,7.658878542694959046e-01,-1.906500867454932413e+00,3.924016512190112937e+00,1.427060433668460249e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.465000000000003411e-01,7.804750132693675235e-01,-1.849813472879085818e+00,3.891554416325567090e+00,1.416058802599457378e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.525000000000003464e-01,7.962991158224462795e-01,-1.786832888833695288e+00,3.854283302041736192e+00,1.399575143120106002e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.585000000000003517e-01,8.135906840879475466e-01,-1.716167607805551443e+00,3.811392480165746832e+00,1.376227412754368773e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.625000000000003553e-01,8.260869937938579710e-01,-1.663823188804714137e+00,3.779152659849277285e+00,1.355891792409973373e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.685000000000003606e-01,8.466387500425990309e-01,-1.575356120909170876e+00,3.724241247614309636e+00,1.316159376176558204e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.745000000000003659e-01,8.700225568661249520e-01,-1.471161900352763396e+00,3.659636521932289277e+00,1.261596980807355717e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.801947476305332696e-01,8.957471442208086998e-01,-1.351507074571684397e+00,3.586747496773081245e+00,1.189811979996808988e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.834178978985961272e-01,9.121894974856245009e-01,-1.270901663342148380e+00,3.539189705599940172e+00,1.136507756024532467e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.874484477295606411e-01,9.350393091295774450e-01,-1.150483193772365853e+00,3.471569567987521143e+00,1.050211770595171901e+00
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.906608213631520332e-01,9.555375654418738485e-01,-1.030902491077699601e+00,3.409383881690828400e+00,9.575702521796789490e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.932156593481727969e-01,9.735586670158072886e-01,-9.118591474473504155e-01,3.353250155607150340e+00,8.594554057031063010e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.946028723689376849e-01,9.838009794304444222e-01,-8.332843707051823534e-01,3.319938244642453462e+00,7.918412854388735544e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.962579990263137897e-01,9.961805615379096812e-01,-7.182907802843757628e-01,3.277085141348005770e+00,6.893692845133448932e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.975002279419245554e-01,1.006172970405514233e+00,-6.065332895875348296e-01,3.241510733728728777e+00,5.866605842016670014e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.984456091793399435e-01,1.014043869409985588e+00,-4.958477885990855150e-01,3.212369561691495345e+00,4.825276960748522415e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.989143084032050535e-01,1.015411724240749214e+00,-4.251176281738284768e-01,3.199528195832699318e+00,4.146083306321460826e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.993654715646141384e-01,1.013906328539937896e+00,-3.319364888988503015e-01,3.188584059856799158e+00,3.241281892348963356e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.996549640458017860e-01,1.011909125170068036e+00,-2.433985466699731259e-01,3.181616047335245501e+00,2.377876419154082988e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.856446707251582506e-01,-3.407682343622163934e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000104e-03,1.864116706492470465e-01,-3.400679042302823252e+00,3.998923530371209178e+00,2.268924423043017224e-02
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000110e-02,1.878625067729524367e-01,-3.392045157549911760e+00,3.998045532477297215e+00,4.983650823939557439e-02
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000118e-02,1.891572680785331140e-01,-3.386188393661973439e+00,3.997701075960193418e+00,6.788388065210389233e-02
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000477e-02,1.915866481915981800e-01,-3.377312516458629954e+00,3.997529877638634765e+00,9.487721575344978953e-02
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000833e-02,1.935218173964304567e-01,-3.371367516901753181e+00,3.997637133430376188e+00,1.128212732438075294e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.100000000000001366e-02,1.968726554484632185e-01,-3.362457527934775925e+00,3.998115693665472037e+00,1.396623847557489917e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.500000000000001721e-02,1.993864981008155457e-01,-3.356546303783785046e+00,3.998638790014260369e+00,1.575085976246766994e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.100000000000002254e-02,2.035408628986557777e-01,-3.347754431683274579e+00,3.999717552062350912e+00,1.842107145783706823e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.700000000000002787e-02,2.081096529383460181e-01,-3.339079318444288624e+00,4.001136589388905485e+00,2.108384582243954530e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.100000000000003142e-02,2.113603618489087177e-01,-3.333370469326407459e+00,4.002265421947168278e+00,2.285526244359158410e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.700000000000003675e-02,2.165072999090064121e-01,-3.324926218769247654e+00,4.004224707809004968e+00,2.550728749457265021e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.100000000000004030e-02,2.200993591991547982e-01,-3.319377047643170986e+00,4.005704019722688081e+00,2.727221474840954007e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.700000000000004563e-02,2.256975531524595957e-01,-3.311171101636002145e+00,4.008176154145572490e+00,2.991547388661912610e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.100000000000004918e-02,2.295534608298579471e-01,-3.305775450588004372e+00,4.009989571929291508e+00,3.167516350972501282e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.700000000000005451e-02,2.354981933715211695e-01,-3.297785799100550364e+00,4.012952234600811074e+00,3.431139661359318693e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,8.100000000000005806e-02,2.395558887136394755e-01,-3.292522447182675727e+00,4.015086048766814741e+00,3.606690589817525550e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,8.700000000000006339e-02,2.457652762791852907e-01,-3.284710244675317803e+00,4.018519938413390058e+00,3.869753621728280191e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.300000000000006872e-02,2.521027043766575493e-01,-3.276982184046446811e+00,4.022227937133251885e+00,4.132535202120724005e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,9.700000000000007228e-02,2.563895643184645468e-01,-3.271868100543092517e+00,4.024849091093353870e+00,4.307583012672987488e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.030000000000000776e-01,2.629011281294431623e-01,-3.264240491125173449e+00,4.028999845864211338e+00,4.569965224066714349e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.070000000000000812e-01,2.672906408694544211e-01,-3.259176587166749517e+00,4.031910243767406143e+00,4.744770083402961580e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.130000000000000865e-01,2.739393887272809081e-01,-3.251599151970113510e+00,4.036485786175305179e+00,5.006815652663726413e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.170000000000000900e-01,2.784108765357207194e-01,-3.246552143862905027e+00,4.039673165354410678e+00,5.181410687101387635e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.230000000000000954e-01,2.851709258350481058e-01,-3.238975664445000735e+00,4.044654523043902827e+00,5.443157114077613601e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.290000000000000868e-01,2.919889044291055780e-01,-3.231376928881122268e+00,4.049869658316478827e+00,5.704732682333808480e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.330000000000000904e-01,2.965639607291622459e-01,-3.226290549247868178e+00,4.053472482185694226e+00,5.879022164396731087e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.390000000000000957e-01,3.034683027927336241e-01,-3.218618177206045594e+00,4.059059817382862256e+00,6.140313252593023741e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.430000000000000993e-01,3.080977461446759436e-01,-3.213467905745484909e+00,4.062903109371491794e+00,6.314409409724156541e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.490000000000001046e-01,3.150800618823271781e-01,-3.205678022165899588e+00,4.068839070553016413e+00,6.575400170539746902e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.530000000000001081e-01,3.197596670770880278e-01,-3.200435239089596262e+00,4.072906372609972792e+00,6.749286476366151977e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.590000000000001135e-01,3.268153477018472808e-01,-3.192485750207348705e+00,4.079165095348644243e+00,7.009943403652213467e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.630000000000001170e-01,3.315430324814017116e-01,-3.187122878225895128e+00,4.083438343445159546e+00,7.183591790690917467e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.690000000000001223e-01,3.386701967609662134e-01,-3.178973009621387291e+00,4.089991439209543778e+00,7.443864232173432738e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.750000000000001277e-01,3.458401782907797872e-01,-3.170683686114676991e+00,4.096706396146383433e+00,7.703874484278756540e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.790000000000001312e-01,3.506441101923975512e-01,-3.165072922151314749e+00,4.101267135354355275e+00,7.877055167831537030e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.850000000000001366e-01,3.578863297543895539e-01,-3.156519341210293650e+00,4.108225211679142674e+00,8.136563506741634200e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.890000000000001401e-01,3.627390000041137430e-01,-3.150719114565404766e+00,4.112936299290019804e+00,8.309378750947367109e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.950000000000001454e-01,3.700554211084945422e-01,-3.141861269305826543e+00,4.120101420758540911e+00,8.568287378625043527e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.990000000000001490e-01,3.749583910161061184e-01,-3.135844690949167735e+00,4.124937682700404729e+00,8.740665181200391043e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.050000000000001543e-01,3.823516449192969624e-01,-3.126641746362818886e+00,4.132270316203214833e+00,8.998855255414770493e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.090000000000001579e-01,3.873068164038788175e-01,-3.120381153658857265e+00,4.137204161864168839e+00,9.170708730790468888e-01
